id,Resource Acquisition:Substrate uptake:aromatic acid transport,Resource Acquisition:Substrate uptake:biopolymer transport,Resource Acquisition:Substrate uptake:carbohydrate transport,Resource Acquisition:Substrate uptake:carboxylate transport,Resource Acquisition:Substrate uptake:free amino acids transport,Resource Acquisition:Substrate uptake:ion transport,Resource Acquisition:Substrate uptake:lipid transport,Resource Acquisition:Substrate uptake:N compound transport,Resource Acquisition:Substrate uptake:nucleic acid component transport,Resource Acquisition:Substrate uptake:organophosphorus transport,Resource Acquisition:Substrate uptake:osmolyte transport,Resource Acquisition:Substrate uptake:other transport,Resource Acquisition:Substrate uptake:peptide transport,Resource Acquisition:Substrate uptake:S compound transport,Resource Acquisition:Substrate uptake:secondary metabolite transport,Resource Acquisition:Substrate uptake:vitamin transport,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate assimilation:C1 compounds,Resource Acquisition:Substrate assimilation:N compounds,Resource Acquisition:Substrate assimilation:S compounds,Resource Acquisition:Substrate assimilation:P compounds,Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation,Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration,Resource Use:Chemotrophy:chemolithoautotrophy,Resource Use:Phototrophy:photosystem,Resource Use:Phototrophy:pigments:core,Resource Use:Phototrophy:pigments:accessory,Stress Tolerance:General,Stress Tolerance:Specific:temperature:high,Stress Tolerance:Specific:temperature:low,Stress Tolerance:Specific:desiccation/osmotic/salt stress,Stress Tolerance:Specific:pH stress,Stress Tolerance:Specific:oxidative stress,Stress Tolerance:Specific:oxygen limitation,Stress Tolerance:Specific:envelope stress,growthrate,optimumT,rrncopies,guild_id,length
2522572099,0.15855519433158838,0.47566558299476513,4.122435052621298,0.9513311659895303,1.268441554652707,2.536883109305414,0.47566558299476513,0.9513311659895303,0.15855519433158838,0.47566558299476513,0.9513311659895303,0.0,0.31711038866317676,0.31711038866317676,0.15855519433158838,0.7927759716579419,2.6954383036370024,1,1,1,1,1,0,1,1,1,0,0,0,1.9026623319790605,1.268441554652707,0.9513311659895303,1.5855519433158838,1.4269967489842954,0.47566558299476513,0.15855519433158838,0.0,4.745072995,26.0116144,4,1,6306952
2522572100,0.2478393366629722,0.0,4.461108059933499,1.4870360199778332,4.213268723270527,3.717590049944583,0.2478393366629722,0.4956786733259444,0.9913573466518888,0.4956786733259444,0.2478393366629722,0.0,0.4956786733259444,0.2478393366629722,0.2478393366629722,0.9913573466518888,2.9740720399556664,1,1,1,0,0,1,1,0,0,0,0,0,1.7348753566408055,1.7348753566408055,0.9913573466518888,0.9913573466518888,1.239196683314861,0.4956786733259444,0.0,0.2478393366629722,0.863157878,30.69668101,6,2,4034872
2522572101,0.0,0.0,1.0515054403389332,0.9012903774333714,2.553656069394552,2.40344100648899,0.15021506290556189,0.4506451887166857,0.6008602516222475,0.30043012581112377,0.30043012581112377,0.0,0.15021506290556189,0.30043012581112377,0.30043012581112377,0.15021506290556189,1.9527958177723046,1,1,1,1,1,1,1,1,1,0,0,0,1.351935566150057,1.201720503244495,0.4506451887166857,0.7510753145278094,1.351935566150057,0.6008602516222475,0.30043012581112377,0.15021506290556189,2.302275785,31.54214146,7,3,6657122
2522572102,0.0,0.37992015598001927,1.1397604679400577,1.1397604679400577,0.9498003899500481,1.3297205459300674,0.18996007799000963,0.9498003899500481,0.18996007799000963,0.37992015598001927,0.18996007799000963,0.0,0.18996007799000963,0.0,0.0,0.18996007799000963,6.268682573670318,1,1,1,0,1,1,1,0,1,0,0,0,2.0895608578901057,1.3297205459300674,0.7598403119600385,0.9498003899500481,0.9498003899500481,0.5698802339700288,0.0,0.0,1.252806127,24.22336821,8,1,5264264
2522572103,0.0,0.5317056994774574,3.012998963705592,0.7089409326366098,1.4178818652732197,1.7723523315915246,0.7089409326366098,0.8861761657957623,0.5317056994774574,0.5317056994774574,0.3544704663183049,0.0,0.0,0.3544704663183049,0.3544704663183049,0.5317056994774574,5.848762694252031,1,1,1,1,1,1,1,0,0,0,0,1,1.949587564750677,1.4178818652732197,0.7089409326366098,1.2406466321140672,1.2406466321140672,0.7089409326366098,0.17723523315915246,0.17723523315915246,2.800550233,28.19801538,3,1,5642219
2522572104,0.13802995912656849,0.4140898773797055,3.312719019037644,1.5183295503922536,3.1746890599110755,2.2084793460250958,0.9662097138859795,0.9662097138859795,0.828179754759411,0.27605991825313697,0.27605991825313697,0.13802995912656849,0.5521198365062739,0.27605991825313697,0.27605991825313697,0.828179754759411,2.0704493868985274,1,1,1,1,0,1,1,1,1,0,0,0,1.5183295503922536,1.1042396730125479,0.4140898773797055,1.2422696321391165,1.2422696321391165,0.5521198365062739,0.13802995912656849,0.13802995912656849,1.943604954,26.7718647,10,1,7244804
2522572128,0.0,0.43024156486314663,1.4341385495438221,1.5775524044982043,1.29072469458944,1.7209662594525865,0.43024156486314663,0.8604831297262933,0.14341385495438222,0.43024156486314663,0.0,0.0,0.0,0.28682770990876444,0.0,0.7170692747719111,2.007793969361351,1,1,1,1,1,1,1,1,0,0,0,0,1.5775524044982043,1.1473108396350578,0.7170692747719111,0.8604831297262933,1.29072469458944,0.43024156486314663,0.14341385495438222,0.0,5.739441644,25.20970375,3,1,6972827
2522572149,0.0,0.0,3.8000733889173235,0.7125137604219981,1.4250275208439962,3.5625688021099906,0.47500917361466544,0.7125137604219981,0.23750458680733272,0.23750458680733272,0.0,0.0,0.23750458680733272,0.0,0.23750458680733272,0.9500183472293309,6.650128430605316,1,1,1,1,1,1,1,1,1,0,0,0,1.4250275208439962,1.662532107651329,0.9500183472293309,0.9500183472293309,1.662532107651329,0.47500917361466544,0.23750458680733272,0.23750458680733272,2.419308507,37.58178318,8,1,4210445
2522572150,0.0,0.0,4.6492511916030805,2.417610619633602,4.6492511916030805,3.5334309056183413,0.18597004766412323,0.37194009532824646,1.1158202859847393,0.37194009532824646,0.37194009532824646,0.18597004766412323,0.7438801906564929,0.5579101429923696,0.0,1.4877603813129858,2.9755207626259716,1,1,1,1,1,1,1,0,0,0,0,0,1.673730428977109,1.4877603813129858,1.1158202859847393,0.7438801906564929,1.3017903336488625,0.37194009532824646,0.37194009532824646,0.18597004766412323,0.65204543,31.2261719,20,3,5377210
2522572155,0.15060045909043948,0.0,1.6566050499948344,0.9036027545426369,0.45180137727131847,1.8072055090852739,0.45180137727131847,0.15060045909043948,0.30120091818087896,0.15060045909043948,0.0,0.0,0.0,0.15060045909043948,0.0,0.30120091818087896,4.216812854532305,1,1,1,0,1,1,1,0,0,0,0,1,1.5060045909043949,1.2048036727235159,0.7530022954521974,0.7530022954521974,0.7530022954521974,0.30120091818087896,0.0,0.15060045909043948,9.696124749,29.81890698,3,3,6640086
2523231010,0.0,0.0,2.4847045727674724,1.6564697151783148,1.6564697151783148,2.4847045727674724,0.20705871439728935,0.4141174287945787,0.4141174287945787,0.20705871439728935,0.20705871439728935,0.0,0.0,0.4141174287945787,0.20705871439728935,0.4141174287945787,4.762350431137655,1,1,1,1,1,1,1,1,1,0,0,0,1.6564697151783148,1.4494110007810255,0.8282348575891574,1.4494110007810255,1.6564697151783148,0.6211761431918681,0.20705871439728935,0.20705871439728935,3.515168498,34.16113204,3,1,4829548
2523231013,0.0,0.6814551520735317,3.4072757603676584,0.34072757603676584,1.0221827281102975,1.7036378801838292,0.6814551520735317,0.6814551520735317,0.34072757603676584,0.6814551520735317,0.0,0.0,0.34072757603676584,0.0,0.0,0.6814551520735317,7.496006672808849,1,1,1,0,0,1,1,0,0,0,0,0,3.066548184330893,2.7258206082941268,1.0221827281102975,1.0221827281102975,2.044365456220595,0.6814551520735317,0.0,0.34072757603676584,8.182746887,30.95209601,3,1,2934896
2523231025,0.0,0.6117304201915084,0.8156405602553445,2.039101400638361,2.039101400638361,3.058652100957542,0.8156405602553445,1.2234608403830167,0.8156405602553445,0.6117304201915084,0.20391014006383612,0.0,0.6117304201915084,0.20391014006383612,0.0,0.8156405602553445,4.282112941340558,1,1,1,1,0,1,1,1,1,0,0,1,2.039101400638361,1.631281120510689,0.40782028012767224,1.631281120510689,1.4273709804468528,0.40782028012767224,0.0,0.0,4.657658337,33.78023746,5,3,4904121
2523231029,0.0,0.930526287057434,0.6203508580382893,0.930526287057434,0.930526287057434,3.4119297192105913,0.6203508580382893,0.6203508580382893,0.31017542901914463,0.930526287057434,0.0,0.0,0.6203508580382893,0.31017542901914463,0.31017542901914463,0.6203508580382893,3.722105148229736,1,1,1,1,1,0,1,0,1,0,0,0,3.1017542901914466,2.481403432153157,1.2407017160765785,1.5508771450957233,1.5508771450957233,0.930526287057434,0.0,0.31017542901914463,2.68515924,34.65391078,5,2,3223982
2546825533,0.0,0.41706623929425723,2.5023974357655434,1.390220797647524,1.5292428774122764,2.780441595295048,0.41706623929425723,0.8341324785885145,0.41706623929425723,0.5560883190590096,0.2780441595295048,0.0,0.0,0.2780441595295048,0.1390220797647524,0.695110398823762,2.2243532762360383,1,1,1,1,1,1,1,1,0,0,0,0,1.668264957177029,1.1121766381180191,0.695110398823762,1.1121766381180191,1.2511987178827717,0.5560883190590096,0.1390220797647524,0.1390220797647524,5.193761811,25.90966392,3,2,7193102
2546825534,0.15044659318955353,0.4513397795686606,1.955805711464196,1.3540193387059818,1.5044659318955353,1.8053591182746425,0.6017863727582141,0.6017863727582141,0.15044659318955353,0.6017863727582141,0.30089318637910706,0.0,0.15044659318955353,0.15044659318955353,0.15044659318955353,0.7522329659477677,2.4071454910328565,1,1,1,0,1,1,1,1,1,0,0,0,1.8053591182746425,1.2035727455164282,0.4513397795686606,1.2035727455164282,1.2035727455164282,0.6017863727582141,0.15044659318955353,0.15044659318955353,14.32653771,26.44689544,9,2,6646877
2556921005,0.15077632467932514,0.4523289740379754,2.261644870189877,1.5077632467932514,1.8093158961519016,3.0155264935865027,0.7538816233966257,0.9046579480759508,0.4523289740379754,0.4523289740379754,0.3015526493586503,0.0,0.15077632467932514,0.3015526493586503,0.15077632467932514,0.9046579480759508,2.261644870189877,1,1,1,1,1,1,1,1,1,0,0,0,1.8093158961519016,1.2062105974346011,0.3015526493586503,1.3569869221139261,1.3569869221139261,0.7538816233966257,0.15077632467932514,0.0,5.498987934,28.47124529,12,3,6632341
2556921017,0.0,0.0,2.748852108811347,2.3561589504097262,1.3744260544056734,2.748852108811347,0.1963465792008105,0.392693158401621,0.5890397376024316,0.1963465792008105,0.1963465792008105,0.0,0.1963465792008105,0.1963465792008105,0.1963465792008105,0.785386316803242,3.534238425614589,1,1,1,1,1,1,1,0,0,0,0,1,1.7671192128072946,1.570772633606484,0.785386316803242,0.9817328960040526,0.9817328960040526,0.392693158401621,0.1963465792008105,0.1963465792008105,3.265764128,35.84996386,9,3,5093035
2556921018,0.0,0.2994377308009884,0.8983131924029653,0.1497188654004942,0.4491565962014826,1.0480320578034594,0.2994377308009884,0.1497188654004942,0.1497188654004942,0.2994377308009884,0.0,0.0,0.0,0.0,0.0,0.4491565962014826,5.090441423616803,1,1,1,1,0,1,1,0,0,1,0,0,1.7966263848059305,1.1977509232039536,0.4491565962014826,0.8983131924029653,0.8983131924029653,0.4491565962014826,0.0,0.1497188654004942,6.786523436,27.81907933,3,3,6679185
2556921040,0.1610797497787167,0.4832392493361501,3.221594995574334,1.4497177480084502,8.376146988493268,4.026993744467918,1.127558248451017,1.127558248451017,0.8053987488935835,0.8053987488935835,0.8053987488935835,0.0,0.1610797497787167,0.3221594995574334,0.4832392493361501,0.6443189991148668,1.4497177480084502,1,1,1,1,1,1,1,1,1,0,0,0,2.094036747123317,1.127558248451017,0.6443189991148668,1.7718772475658837,1.2886379982297336,0.8053987488935835,0.1610797497787167,0.0,0.466656301,27.7914197,8,1,6208105
2556921041,0.0,0.0,2.848935596961895,0.5426543994213133,1.0853087988426267,1.8992903979745968,0.13566359985532833,0.27132719971065666,0.13566359985532833,0.27132719971065666,0.0,0.0,0.13566359985532833,0.13566359985532833,0.13566359985532833,0.406990799565985,5.1552167945024765,1,1,1,1,1,1,1,0,0,0,0,0,1.3566359985532834,1.0853087988426267,0.6783179992766417,0.406990799565985,0.9496451989872984,0.406990799565985,0.13566359985532833,0.13566359985532833,1.026020301,26.85351156,23,1,7371174
2556921042,0.14072024561874552,0.42216073685623656,3.6587263860873835,0.8443214737124731,1.4072024561874552,1.9700834386624373,0.42216073685623656,0.8443214737124731,0.14072024561874552,0.42216073685623656,0.8443214737124731,0.14072024561874552,0.28144049123749104,0.28144049123749104,0.14072024561874552,0.7036012280937276,2.9551251579936557,1,1,1,1,0,0,1,1,1,0,0,0,1.6886429474249463,1.1257619649499642,0.7036012280937276,1.4072024561874552,1.2664822105687097,0.42216073685623656,0.14072024561874552,0.14072024561874552,3.934665553,22.90021213,3,1,7106298
2556921043,0.0,0.0,1.8701898549948295,1.2022649067823903,1.469434886067366,2.5381148032072685,0.4007549689274635,0.26716997928497566,0.26716997928497566,0.13358498964248783,0.4007549689274635,0.0,0.13358498964248783,0.26716997928497566,0.26716997928497566,0.26716997928497566,2.6716997928497563,1,1,1,1,1,1,1,0,0,0,0,1,1.2022649067823903,0.9350949274974147,0.4007549689274635,1.0686799171399026,1.3358498964248782,0.26716997928497566,0.26716997928497566,0.13358498964248783,5.178171179,30.50389147,8,3,7485871
2556921095,0.0,0.0,4.7064821987116,1.1766205496779,10.981791796993734,7.0597232980674,0.7844136997852668,0.7844136997852668,1.1766205496779,0.3922068498926334,1.1766205496779,0.0,0.3922068498926334,0.0,0.3922068498926334,1.9610342494631667,4.314275348818967,1,1,1,1,1,1,1,1,1,0,0,1,2.7454479492484336,2.7454479492484336,1.5688273995705335,2.3532410993558,1.5688273995705335,1.1766205496779,0.7844136997852668,0.0,1.144238078,31.04514714,13,2,2549675
2556921099,0.0,0.0,2.864280097568837,1.7185680585413023,1.336664045532124,3.2461841105780156,0.19095200650458916,0.3819040130091783,0.5728560195137674,0.19095200650458916,0.0,0.0,0.0,0.0,0.0,0.5728560195137674,3.2461841105780156,1,1,1,1,1,1,1,0,0,0,0,1,1.5276160520367132,1.1457120390275348,0.5728560195137674,0.9547600325229457,1.336664045532124,0.3819040130091783,0.19095200650458916,0.19095200650458916,3.686130805,36.46755347,9,1,5236918
2556921109,0.0,0.7179031771164055,1.0768547656746084,0.7179031771164055,1.0768547656746084,2.1537095313492167,0.35895158855820275,1.0768547656746084,0.0,0.7179031771164055,0.35895158855820275,0.0,0.35895158855820275,0.35895158855820275,0.35895158855820275,0.7179031771164055,5.384273828373042,1,1,1,0,1,1,1,0,0,0,0,0,3.230564297023825,2.871612708465622,1.0768547656746084,1.0768547656746084,1.7947579427910139,0.7179031771164055,0.0,0.35895158855820275,6.549721315,31.48474788,3,1,2785891
2556921112,0.0,0.0,5.148241371939174,1.1191829069432988,2.014529232497938,2.9098755580525766,0.22383658138865975,0.22383658138865975,0.4476731627773195,0.22383658138865975,0.0,0.0,0.22383658138865975,0.0,0.4476731627773195,0.895346325554639,5.372077953327834,1,1,1,1,1,1,1,1,1,0,0,0,1.5668560697206182,1.5668560697206182,0.895346325554639,1.1191829069432988,1.3430194883319586,0.22383658138865975,0.0,0.0,1.497515857,38.46250244,5,3,4467545
2556921676,0.16481893650910856,0.4944568095273257,2.966740857163954,0.6592757460364342,1.3185514920728685,1.6481893650910855,0.4944568095273257,0.4944568095273257,0.0,0.3296378730182171,0.6592757460364342,0.0,0.3296378730182171,0.3296378730182171,0.0,0.8240946825455427,3.1315597936730626,1,1,1,1,1,1,1,1,1,0,0,0,1.813008301600194,1.3185514920728685,0.4944568095273257,1.3185514920728685,1.6481893650910855,0.6592757460364342,0.16481893650910856,0.16481893650910856,7.786832056,25.76005217,3,3,6067264
2558309151,0.21892794052515996,0.0,3.283919107877399,1.9703514647264395,1.5324955836761196,3.283919107877399,0.21892794052515996,0.4378558810503199,0.4378558810503199,0.21892794052515996,0.21892794052515996,0.0,0.0,0.21892794052515996,0.21892794052515996,0.0,3.064991167352239,1,1,1,1,1,1,1,1,1,0,0,1,1.5324955836761196,1.3135676431509598,0.8757117621006398,1.0946397026257997,1.0946397026257997,0.4378558810503199,0.0,0.0,1.950644531,33.79292247,6,2,4567713
2558860141,0.135634839544663,0.0,2.577061951348597,0.8138090372679779,0.678174197723315,1.491983234991293,0.135634839544663,0.271269679089326,0.0,0.135634839544663,0.271269679089326,0.0,0.271269679089326,0.135634839544663,0.0,0.135634839544663,5.289758742241856,1,1,1,1,1,1,1,0,0,0,0,1,1.220713555901967,1.085078716357304,0.40690451863398897,0.678174197723315,1.085078716357304,0.271269679089326,0.135634839544663,0.135634839544663,5.229343967,31.440168,10,1,7372737
2558860160,0.15214382825517808,0.0,1.8257259390621368,1.2171506260414247,0.7607191412758904,2.130013595572493,0.30428765651035616,0.30428765651035616,0.0,0.15214382825517808,0.15214382825517808,0.0,0.0,0.30428765651035616,0.0,0.4564314847655342,3.0428765651035614,1,1,1,0,1,1,1,1,1,0,0,0,1.5214382825517807,1.2171506260414247,0.7607191412758904,0.7607191412758904,0.9128629695310684,0.30428765651035616,0.0,0.15214382825517808,4.884143448,26.41511816,3,1,6572728
2558860165,0.21925795215703778,0.0,1.9733215694133401,0.6577738564711134,1.3155477129422268,2.6310954258844537,0.21925795215703778,0.21925795215703778,0.6577738564711134,0.21925795215703778,0.21925795215703778,0.0,0.0,0.43851590431407556,0.21925795215703778,0.43851590431407556,4.8236749474548315,1,0,1,1,1,1,1,1,1,0,0,0,1.9733215694133401,1.7540636172563022,0.8770318086281511,1.3155477129422268,1.5348056650992645,0.6577738564711134,0.21925795215703778,0.21925795215703778,3.732858068,35.94689195,5,3,4560838
2558860968,0.16475786442833223,0.4942735932849967,3.2951572885666445,0.9885471865699934,1.6475786442833222,2.6361258308533158,0.4942735932849967,0.9885471865699934,0.16475786442833223,0.4942735932849967,0.8237893221416611,0.0,0.32951572885666447,0.32951572885666447,0.0,0.8237893221416611,2.9656415597099803,1,1,1,1,1,0,1,1,1,0,0,0,1.9770943731399868,1.3180629154266579,0.8237893221416611,1.6475786442833222,1.4828207798549902,0.4942735932849967,0.16475786442833223,0.16475786442833223,4.711884827,26.05102328,4,2,6069513
2558860971,0.21346439477934398,0.0,2.7750371321314717,0.8538575791173759,1.2807863686760639,2.9885015269108157,0.21346439477934398,0.42692878955868796,0.21346439477934398,0.21346439477934398,0.21346439477934398,0.0,0.21346439477934398,0.21346439477934398,0.21346439477934398,0.8538575791173759,3.4154303164695037,1,1,1,1,1,1,1,0,0,0,0,0,1.7077151582347518,1.7077151582347518,0.8538575791173759,0.8538575791173759,1.4942507634554079,0.42692878955868796,0.21346439477934398,0.21346439477934398,4.929891402,34.84131553,12,2,4684622
2561511090,0.1247575959909895,0.0,2.245636727837811,0.6237879799549475,0.8733031719369265,1.6218487478828636,0.37427278797296853,0.1247575959909895,0.1247575959909895,0.1247575959909895,0.1247575959909895,0.0,0.1247575959909895,0.0,0.0,0.499030383963958,4.99030383963958,1,1,1,1,1,1,1,1,1,0,0,0,1.3723335559008845,0.998060767927916,0.37427278797296853,0.7485455759459371,0.998060767927916,0.37427278797296853,0.249515191981979,0.1247575959909895,1.963074632,27.91526856,14,1,8015544
2561511129,0.0,0.4415696623979146,1.6190887621256869,1.4718988746597155,1.3247089871937439,2.796607861853459,0.4415696623979146,1.0303292122618009,0.14718988746597153,0.29437977493194306,0.0,0.0,0.0,0.29437977493194306,0.14718988746597153,0.5887595498638861,1.7662786495916585,1,1,1,1,1,1,1,0,1,0,0,0,1.6190887621256869,1.1775190997277722,0.4415696623979146,0.7359494373298577,1.1775190997277722,0.4415696623979146,0.14718988746597153,0.0,7.447720996,27.16570547,3,1,6793945
2561511235,0.1931404992836419,0.0,0.9657024964182095,1.7382644935527771,1.1588429957018513,3.283388487821912,0.1931404992836419,0.3862809985672838,0.3862809985672838,0.1931404992836419,0.1931404992836419,0.0,0.1931404992836419,0.1931404992836419,0.1931404992836419,0.5794214978509257,2.8971074892546285,1,1,1,1,1,0,1,0,1,0,0,1,1.5451239942691353,1.3519834949854934,0.5794214978509257,0.9657024964182095,1.3519834949854934,0.3862809985672838,0.1931404992836419,0.1931404992836419,3.89793603,36.59704037,8,3,5177578
2562617054,0.0,0.0,1.9125013626572207,2.1250015140635785,1.487501059844505,3.1875022710953678,0.21250015140635786,0.4250003028127157,0.6375004542190735,0.21250015140635786,0.4250003028127157,0.0,0.21250015140635786,0.21250015140635786,0.0,0.6375004542190735,2.97500211968901,1,1,1,1,1,0,1,0,0,0,0,1,1.700001211250863,1.275000908438147,0.8500006056254314,0.8500006056254314,1.275000908438147,0.6375004542190735,0.21250015140635786,0.21250015140635786,2.816924698,35.14563763,7,1,4705879
2590828823,0.12226225767773358,0.36678677303320073,1.71167160748827,0.6113112883886679,0.855835803744135,1.5894093498105364,0.36678677303320073,0.6113112883886679,0.12226225767773358,0.36678677303320073,0.12226225767773358,0.0,0.0,0.12226225767773358,0.12226225767773358,0.36678677303320073,2.4452451535546715,1,1,1,1,1,1,1,0,1,0,0,0,1.2226225767773358,0.9780980614218686,0.4890490307109343,0.7335735460664015,0.855835803744135,0.36678677303320073,0.12226225767773358,0.0,8.811310843,29.32047492,3,1,8179139
